,country,company,total_pack_size_ml_g,unit_pack_size_ml_g,price_per_100g_ml_dollars,ingredients
529,Austria,Brand 21,75.0,75.0,2.88,23
530,Saudi Arabia,Brand 235,120.0,120.0,1.23,37
531,Russia,Brand 236,50.0,50.0,1.3,23
532,Vietnam,Brand 86,90.0,90.0,0.81,20
533,India,Brand 9,50.0,50.0,6.78,24
534,China,Brand 237,120.0,60.0,3.63,20
535,Russia,Brand 53,100.0,100.0,1.16,25
536,Russia,Brand 53,50.0,50.0,1.6,18
537,Russia,Brand 5,75.0,75.0,4.79,28
538,Russia,Brand 238,75.0,75.0,2.2,16
539,Colombia,Brand 239,75.0,75.0,2.91,22
540,China,Brand 240,160.0,160.0,0.59,3
541,China,Brand 241,120.0,120.0,0.51,2
542,Thailand,Brand 242,160.0,160.0,0.56,31
543,Thailand,Brand 12,160.0,160.0,1.06,21
544,Russia,Brand 21,100.0,100.0,2.14,23
545,Russia,Brand 0,100.0,100.0,2.4,21
546,Russia,Brand 57,63.0,63.0,1.17,23
547,Russia,Brand 21,50.0,50.0,2.54,25
548,Russia,Brand 184,75.0,75.0,1.04,19
549,Russia,Brand 243,100.0,100.0,1.48,19
550,France,Brand 8,75.0,75.0,2.96,28
551,Vietnam,Brand 244,175.0,175.0,0.84,20
552,New Zealand,Brand 221,150.0,150.0,3.87,17
553,Greece,Brand 245,75.0,75.0,3.72,32
554,Colombia,Brand 5,100.0,100.0,2.81,22
555,Vietnam,Brand 131,140.0,140.0,1.06,27
556,Colombia,Brand 21,90.0,90.0,6.96,36
557,China,Brand 246,120.0,120.0,0.73,2
558,Thailand,Brand 247,100.0,100.0,1.21,4
559,Thailand,Brand 248,160.0,160.0,3.78,8
560,Thailand,Brand 0,90.0,90.0,1.48,24
561,France,Brand 8,75.0,75.0,1.79,31
562,Greece,Brand 5,100.0,100.0,3.8,30
563,Vietnam,Brand 249,80.0,80.0,1.29,15
564,Vietnam,Brand 1,150.0,150.0,0.61,20
565,Vietnam,Brand 242,40.0,40.0,1.65,11
566,Turkey,Brand 21,75.0,75.0,10.76,21
567,India,Brand 68,80.0,80.0,1.21,21
568,India,Brand 250,184.0,184.0,1.06,24
569,Spain,Brand 251,125.0,125.0,0.77,23
570,Austria,Brand 9,50.0,50.0,16.98,27
571,Canada,Brand 105,82.0,82.0,6.83,31
572,Canada,Brand 198,110.0,110.0,7.15,16
573,Thailand,Brand 0,160.0,160.0,1.33,27
574,Argentina,Brand 252,90.0,90.0,0.82,8
575,Austria,Brand 253,25.0,25.0,10.56,29
576,Brazil,Brand 254,90.0,90.0,6.14,20
577,Poland,Brand 5,125.0,125.0,0.97,21
578,France,Brand 8,75.0,75.0,3.09,36
579,France,Brand 255,75.0,75.0,3.79,31
580,Turkey,Brand 256,50.0,50.0,0.76,21
581,China,Brand 0,110.0,110.0,3.98,21
582,China,Brand 257,120.0,120.0,1.09,25
583,Argentina,Brand 5,100.0,100.0,2.11,31
584,Turkey,Brand 40,125.0,125.0,4.33,28
585,Singapore,Brand 21,120.0,120.0,4.9,34
586,Spain,Brand 21,75.0,75.0,3.75,25
587,Thailand,Brand 117,160.0,160.0,0.51,17
588,Russia,Brand 52,100.0,100.0,2.55,32
589,Russia,Brand 258,45.0,45.0,22.09,11
590,Spain,Brand 0,150.0,75.0,1.63,34
591,Czech Republic,Brand 124,60.0,60.0,1.38,19
592,Thailand,Brand 21,120.0,120.0,4.13,21
593,USA,Brand 0,113.4,113.4,4.22,34
594,Turkey,Brand 0,75.0,75.0,2.16,23
595,Malaysia,Brand 0,110.0,110.0,4.19,20
596,China,Brand 20,140.0,140.0,3.68,18
597,Sweden,Brand 24,75.0,75.0,3.65,23
598,Russia,Brand 259,50.0,50.0,1.72,20
599,Argentina,Brand 0,35.0,35.0,11.63,20
600,Sweden,Brand 0,50.0,50.0,4.5,27
601,Australia,Brand 43,110.0,110.0,2.76,4
602,India,Brand 67,100.0,100.0,1.28,5
603,India,Brand 0,200.0,200.0,0.59,16
604,Argentina,Brand 31,18.0,18.0,33.94,9
605,China,Brand 13,165.0,165.0,1.07,14
606,India,Brand 0,100.0,100.0,1.33,26
607,Denmark,Brand 0,50.0,50.0,5.88,22
608,Denmark,Brand 0,75.0,75.0,6.53,8
609,Denmark,Brand 21,150.0,75.0,3.27,22
610,Denmark,Brand 21,150.0,75.0,3.38,31
611,Denmark,Brand 0,150.0,75.0,3.82,30
612,Australia,Brand 9,80.0,80.0,8.35,38
613,Turkey,Brand 25,150.0,75.0,1.07,37
614,Vietnam,Brand 260,100.0,100.0,0.78,20
615,Japan,Brand 261,170.0,170.0,1.07,21
616,Poland,Brand 43,125.0,125.0,0.83,19
617,Sweden,Brand 21,75.0,75.0,4.27,27
618,UK,Brand 262,100.0,100.0,5.5,36
619,UK,Brand 21,100.0,100.0,3.44,23
620,India,Brand 263,30.0,30.0,0.37,0
621,Argentina,Brand 21,100.0,100.0,6.33,40
622,China,Brand 264,110.0,110.0,1.21,6
623,Germany,Brand 265,30.0,30.0,43.9,12
624,UK,Brand 231,75.0,75.0,2.03,20
625,Netherlands,Brand 266,75.0,75.0,3.0,22
626,Turkey,Brand 5,50.0,50.0,8.86,27
627,UK,Brand 21,100.0,100.0,3.5,25
628,Germany,Brand 21,75.0,75.0,6.45,23
629,South Africa,Brand 21,100.0,100.0,2.89,24
630,Brazil,Brand 137,90.0,90.0,1.26,21
631,Brazil,Brand 1,66.0,66.0,1.24,14
632,Netherlands,Brand 267,100.0,100.0,6.54,36
633,Brazil,Brand 21,50.0,50.0,10.08,30
634,UK,Brand 21,100.0,100.0,3.5,25
635,China,Brand 34,110.0,110.0,1.25,30
636,UK,Brand 21,75.0,75.0,6.69,21
637,Canada,Brand 0,50.0,50.0,8.54,17
638,Netherlands,Brand 266,75.0,75.0,6.12,36
639,Egypt,Brand 21,100.0,100.0,4.18,23
640,Vietnam,Brand 159,75.0,75.0,1.03,12
641,Austria,Brand 5,75.0,75.0,3.96,22
642,China,Brand 0,120.0,120.0,1.09,22
643,UK,Brand 0,35.0,35.0,7.86,30
644,Israel,Brand 0,100.0,100.0,4.4,31
645,Taiwan - China,Brand 21,100.0,100.0,5.9,32
646,Saudi Arabia,Brand 0,75.0,75.0,5.43,32
647,Germany,Brand 265,75.0,75.0,7.85,24
648,China,Brand 268,150.0,150.0,1.37,16
649,New Zealand,Brand 21,90.0,90.0,2.44,25
650,Norway,Brand 0,75.0,75.0,9.32,31
651,Greece,Brand 0,75.0,75.0,3.29,28
652,Finland,Brand 269,75.0,75.0,11.21,31
653,Vietnam,Brand 21,181.4,181.4,0.72,37
654,Argentina,Brand 270,140.0,140.0,1.01,25
655,India,Brand 20,150.0,150.0,2.27,18
656,India,Brand 21,40.0,40.0,2.23,5
657,Finland,Brand 1,75.0,75.0,5.95,26
658,UK,Brand 1,100.0,100.0,2.18,23
659,UK,Brand 1,100.0,100.0,1.31,23
660,Vietnam,Brand 10,45.0,45.0,0.98,15
661,Argentina,Brand 21,100.0,100.0,5.73,23
662,India,Brand 68,150.0,150.0,0.79,22
663,Portugal,Brand 0,75.0,75.0,7.23,19
664,Portugal,Brand 262,75.0,75.0,7.13,21
665,Portugal,Brand 0,75.0,75.0,5.13,30
666,Mexico,Brand 271,75.0,75.0,1.79,30
667,Brazil,Brand 1,90.0,90.0,1.87,16
668,Turkey,Brand 5,50.0,50.0,7.18,29
669,UK,Brand 272,75.0,75.0,11.21,31
670,Vietnam,Brand 273,40.0,40.0,0.38,21
671,Brazil,Brand 5,100.0,100.0,2.32,41
672,UK,Brand 5,100.0,100.0,2.11,29
673,UK,Brand 21,50.0,50.0,3.04,21
674,Australia,Brand 21,110.0,110.0,7.34,22
675,India,Brand 274,,200.0,0.22,5
676,Czech Republic,Brand 0,75.0,75.0,2.28,25
677,India,Brand 95,110.0,110.0,7.95,32
678,Austria,Brand 262,75.0,75.0,7.92,23
679,India,Brand 0,150.0,150.0,0.95,23
680,Ireland,Brand 0,100.0,100.0,4.26,30
681,USA,Brand 21,552.84,184.28,2.82,36
682,China,Brand 275,170.0,170.0,0.86,0
683,China,Brand 164,48.0,48.0,1.38,28
684,Germany,Brand 7,75.0,75.0,7.96,0
685,Germany,Brand 1,16.0,75.0,5.23,29
686,UK,Brand 21,100.0,100.0,3.43,27
687,Indonesia,Brand 1,160.0,160.0,1.03,15
688,Indonesia,Brand 223,50.0,50.0,0.94,17
689,Thailand,Brand 0,,160.0,1.59,25
690,USA,Brand 196,149.97,149.97,2.66,51
691,Ireland,Brand 21,100.0,100.0,4.37,21
692,UK,Brand 276,100.0,100.0,2.6,16
693,Ireland,Brand 5,100.0,100.0,4.08,28
694,Germany,Brand 5,75.0,75.0,2.64,31
695,Germany,Brand 5,75.0,75.0,3.45,26
696,Germany,Brand 7,75.0,75.0,7.0,25
697,China,Brand 240,150.0,150.0,0.41,16
698,China,Brand 277,105.0,105.0,0.83,10
699,Czech Republic,Brand 24,125.0,125.0,2.11,48
700,Canada,Brand 0,125.0,125.0,3.08,0
701,Germany,Brand 21,50.0,50.0,3.42,24
702,Argentina,Brand 21,66.0,66.0,5.59,32
703,Singapore,Brand 278,,100.0,4.83,21
704,Egypt,Brand 0,125.0,125.0,1.16,18
705,Philippines,Brand 279,100.0,100.0,1.83,4
706,UK,Brand 9,50.0,50.0,6.52,25
707,UK,Brand 0,50.0,50.0,4.02,22
708,Portugal,Brand 8,75.0,75.0,4.08,30
709,Finland,Brand 280,75.0,75.0,16.89,29
710,Philippines,Brand 1,25.0,25.0,0.84,20
711,Philippines,Brand 5,100.0,100.0,2.57,27
712,Italy,Brand 281,75.0,75.0,1.69,40
713,Canada,Brand 21,90.0,90.0,1.91,28
714,Canada,Brand 151,125.0,125.0,5.38,47
715,Canada,Brand 21,125.0,125.0,8.46,33
716,Philippines,Brand 36,125.0,125.0,3.87,29
717,Italy,Brand 282,50.0,50.0,3.82,23
718,Russia,Brand 0,100.0,100.0,2.02,33
719,Russia,Brand 5,186.0,186.0,0.96,21
720,Thailand,Brand 283,160.0,160.0,0.57,12
721,Australia,Brand 0,110.0,110.0,8.09,20
722,France,Brand 0,75.0,75.0,5.4,29
723,Germany,Brand 24,75.0,75.0,2.13,30
724,Canada,Brand 5,165.0,165.0,1.75,34
725,Canada,Brand 5,125.0,125.0,1.9,21
726,Italy,Brand 21,75.0,75.0,7.08,21
727,Austria,Brand 284,75.0,75.0,3.05,27
728,Spain,Brand 0,75.0,75.0,5.63,19
729,Spain,Brand 24,75.0,75.0,2.56,31
730,Argentina,Brand 0,90.0,90.0,0.99,19
731,India,Brand 68,150.0,150.0,0.8,22
732,India,Brand 285,184.0,184.0,1.05,26
733,India,Brand 66,370.0,185.0,0.23,20
734,Italy,Brand 1,75.0,75.0,4.72,30
735,Canada,Brand 21,90.0,90.0,2.96,29
736,France,Brand 286,100.0,100.0,1.44,24
737,France,Brand 0,100.0,100.0,2.87,29
738,India,Brand 0,200.0,200.0,0.62,20
739,Australia,Brand 287,70.0,70.0,19.04,24
740,Argentina,Brand 288,90.0,90.0,0.98,25
741,Argentina,Brand 289,100.0,100.0,2.26,37
742,Spain,Brand 21,75.0,75.0,6.87,21
743,Ukraine,Brand 290,100.0,100.0,3.82,23
744,Taiwan - China,Brand 12,140.0,140.0,1.76,5
745,China,Brand 204,105.0,105.0,1.38,19
746,China,Brand 146,75.0,25.0,2.15,27
747,Saudi Arabia,Brand 291,125.0,125.0,0.86,0
748,Germany,Brand 43,125.0,125.0,2.03,29
749,China,Brand 292,40.0,40.0,1.95,32
750,India,Brand 293,100.0,100.0,0.58,13
751,China,Brand 294,45.0,45.0,1.18,27
752,China,Brand 295,90.0,90.0,0.66,0
753,Russia,Brand 35,74.0,74.0,6.11,18
754,Russia,Brand 57,62.0,62.0,1.03,22
755,Spain,Brand 18,150.0,75.0,1.23,20
756,Singapore,Brand 296,110.0,110.0,4.67,33
757,China,Brand 79,100.0,100.0,2.5,27
758,Germany,Brand 21,100.0,100.0,2.53,23
759,Poland,Brand 0,75.0,75.0,4.63,28
760,Vietnam,Brand 158,200.0,200.0,0.16,19
761,Hong Kong - China,Brand 20,150.0,150.0,3.42,0
762,Sweden,Brand 297,75.0,75.0,2.79,15
763,South Korea,Brand 131,40.0,40.0,3.18,0
764,USA,Brand 298,56.7,56.7,11.46,0
765,UK,Brand 21,75.0,75.0,14.36,27
766,USA,Brand 21,127.575,127.575,7.05,33
767,USA,Brand 5,116.235,116.235,3.43,46
768,Austria,Brand 5,75.0,75.0,3.39,26
769,Austria,Brand 0,75.0,75.0,2.88,28
770,Russia,Brand 191,75.0,75.0,0.32,21
771,Finland,Brand 0,75.0,75.0,6.35,30
772,Finland,Brand 31,50.0,50.0,10.84,22
773,China,Brand 94,50.0,50.0,1.62,10
774,China,Brand 21,120.0,120.0,3.55,19
775,China,Brand 31,100.0,100.0,3.82,31
776,China,Brand 292,160.0,160.0,0.52,27
777,Netherlands,Brand 5,75.0,75.0,4.29,26
778,China,Brand 31,140.0,140.0,2.46,29
779,Philippines,Brand 1,100.0,100.0,1.03,19
780,China,Brand 299,110.0,110.0,0.66,17
781,China,Brand 300,45.0,45.0,1.62,18
782,China,Brand 301,50.0,50.0,1.92,20
783,China,Brand 302,135.0,135.0,2.7,22
784,USA,Brand 105,133.25,133.25,3.14,28
785,USA,Brand 5,119.07,119.07,3.35,39
786,USA,Brand 303,99.22,99.22,6.04,37
787,South Africa,Brand 5,75.0,75.0,5.23,21
788,Vietnam,Brand 0,170.0,170.0,0.39,23
789,Vietnam,Brand 0,160.0,160.0,0.77,28
790,Japan,Brand 304,100.0,100.0,11.87,37
791,Vietnam,Brand 12,160.0,160.0,0.96,26
792,Vietnam,Brand 1,150.0,150.0,0.72,22
793,Spain,Brand 28,50.0,50.0,21.68,28
794,Spain,Brand 28,50.0,50.0,21.68,22
795,China,Brand 209,80.0,80.0,0.9,15
796,China,Brand 185,140.0,140.0,0.84,23
797,Russia,Brand 21,50.0,50.0,1.94,30
798,Russia,Brand 57,63.0,63.0,1.08,21
799,UK,Brand 0,100.0,100.0,4.05,31
800,UK,Brand 21,50.0,50.0,3.12,21
801,China,Brand 79,40.0,40.0,3.43,26
802,USA,Brand 0,181.44,181.44,1.07,40
803,Egypt,Brand 5,125.0,125.0,1.37,21
804,Hong Kong - China,Brand 12,400.0,200.0,0.67,19
805,Italy,Brand 0,50.0,50.0,4.44,23
806,France,Brand 49,100.0,75.0,5.85,45
807,Spain,Brand 0,75.0,75.0,3.76,24
808,Spain,Brand 8,50.0,50.0,4.0,26
809,Spain,Brand 181,75.0,75.0,1.37,23
810,Russia,Brand 0,75.0,75.0,4.85,24
811,China,Brand 305,120.0,120.0,0.43,16
812,USA,Brand 306,73.71,73.71,10.84,37
813,China,Brand 307,115.0,115.0,1.53,6
814,Spain,Brand 308,75.0,75.0,8.13,26
815,South Korea,Brand 309,90.0,90.0,5.56,0
816,China,Brand 310,120.0,120.0,0.79,1
817,China,Brand 311,175.0,175.0,0.79,15
818,China,Brand 292,95.0,95.0,1.4,24
819,China,Brand 312,100.0,100.0,0.47,19
820,Spain,Brand 55,75.0,75.0,6.49,18
821,Philippines,Brand 0,50.0,50.0,1.6,28
822,China,Brand 209,100.0,100.0,0.65,11
823,Australia,Brand 9,120.0,120.0,5.43,28
824,Philippines,Brand 1,75.0,75.0,0.93,21
825,USA,Brand 313,99.22,99.22,4.53,23
826,Ireland,Brand 303,50.0,50.0,20.94,8
827,Ireland,Brand 0,50.0,50.0,5.24,19
828,Canada,Brand 21,135.0,135.0,4.07,3
829,Japan,Brand 31,140.0,140.0,1.68,30
830,Philippines,Brand 314,50.0,50.0,0.84,18
831,China,Brand 315,120.0,120.0,0.58,17
832,China,Brand 174,90.0,90.0,1.36,4
833,Japan,Brand 31,110.0,110.0,8.62,34
834,Japan,Brand 31,110.0,110.0,8.62,34
835,China,Brand 79,120.0,120.0,2.18,26
836,Brazil,Brand 0,90.0,90.0,1.81,23
837,Belgium,Brand 0,50.0,50.0,4.98,25
838,New Zealand,Brand 316,150.0,150.0,0.94,26
839,Russia,Brand 53,75.0,75.0,1.07,18
840,South Korea,Brand 317,390.0,130.0,1.75,26
841,South Korea,Brand 207,360.0,360.0,1.15,1
842,South Korea,Brand 207,160.0,160.0,2.1,1
843,Hong Kong - China,Brand 0,480.0,160.0,0.96,25
844,Malaysia,Brand 248,60.0,60.0,6.07,22
845,USA,Brand 21,552.84,184.28,2.87,29
846,Vietnam,Brand 318,165.0,165.0,1.1,13
847,China,Brand 146,120.0,120.0,2.18,26
848,Germany,Brand 60,75.0,75.0,3.57,27
849,Vietnam,Brand 2,150.0,150.0,1.33,0
850,Vietnam,Brand 318,165.0,165.0,1.1,13
851,Vietnam,Brand 319,75.0,75.0,2.6,20
852,Italy,Brand 1,50.0,50.0,3.9,22
853,China,Brand 237,90.0,90.0,2.1,24
854,China,Brand 209,120.0,120.0,0.88,20
855,Switzerland,Brand 1,75.0,75.0,7.84,29
856,Italy,Brand 130,75.0,75.0,3.05,20
857,Colombia,Brand 320,100.0,100.0,11.16,23
858,Spain,Brand 42,75.0,75.0,7.89,27
859,Spain,Brand 21,150.0,75.0,3.63,25
860,Spain,Brand 0,150.0,75.0,2.47,28
861,Spain,Brand 0,75.0,75.0,2.79,21
862,Spain,Brand 21,75.0,75.0,8.25,22
863,Canada,Brand 151,170.0,170.0,4.02,26
864,Egypt,Brand 10,45.0,45.0,2.62,15
865,Spain,Brand 24,100.0,100.0,2.15,31
866,Hong Kong - China,Brand 206,50.0,50.0,22.16,22
867,Philippines,Brand 321,50.0,50.0,0.92,30
868,USA,Brand 5,119.07,119.07,2.51,30
869,France,Brand 322,50.0,50.0,8.28,24
870,Germany,Brand 132,75.0,75.0,3.33,24
871,South Korea,Brand 2,200.0,100.0,2.59,1
872,USA,Brand 0,1105.65,221.13,0.99,36
873,Russia,Brand 323,74.0,74.0,4.23,17
874,Mexico,Brand 0,125.0,125.0,2.37,30
875,Austria,Brand 0,75.0,75.0,4.56,24
876,Russia,Brand 57,63.0,63.0,1.21,20
877,Australia,Brand 21,340.0,170.0,1.93,25
878,Mexico,Brand 0,150.0,150.0,1.97,25
879,Saudi Arabia,Brand 21,50.0,50.0,2.0,35
880,China,Brand 324,202.0,202.0,0.6,24
881,Saudi Arabia,Brand 0,125.0,125.0,1.91,29
882,USA,Brand 325,170.1,170.1,1.76,36
883,USA,Brand 0,170.1,170.1,2.11,36
884,China,Brand 326,35.0,35.0,8.37,5
885,Saudi Arabia,Brand 235,120.0,120.0,1.83,34
886,China,Brand 327,180.0,180.0,0.89,8
887,Belgium,Brand 328,75.0,75.0,5.29,12
888,Belgium,Brand 21,90.0,90.0,5.97,26
889,Turkey,Brand 329,175.0,175.0,2.75,33
890,France,Brand 1,75.0,75.0,5.32,30
891,Canada,Brand 0,75.0,75.0,6.37,25
892,Russia,Brand 53,100.0,100.0,1.54,17
893,Thailand,Brand 330,130.0,130.0,1.0,30
894,Belgium,Brand 1,75.0,75.0,3.68,22
895,Ireland,Brand 21,100.0,100.0,6.45,26
896,Finland,Brand 0,75.0,75.0,3.63,31
897,Sweden,Brand 331,75.0,75.0,2.59,27
898,Russia,Brand 332,90.0,90.0,3.18,8
899,Spain,Brand 333,100.0,100.0,6.61,23
900,USA,Brand 194,170.1,170.1,1.17,36
901,Belgium,Brand 0,75.0,75.0,7.71,19
902,Venezuela,Brand 0,60.0,60.0,3.97,22
903,Hungary,Brand 0,75.0,75.0,3.12,30
904,Hungary,Brand 8,75.0,75.0,2.84,30
905,Hungary,Brand 21,100.0,100.0,4.83,24
906,Denmark,Brand 334,50.0,50.0,13.84,10
907,South Africa,Brand 0,75.0,75.0,1.75,27
908,Portugal,Brand 9,75.0,75.0,6.44,26
909,Russia,Brand 5,126.0,126.0,1.29,29
910,Brazil,Brand 110,50.0,50.0,2.0,21
911,Brazil,Brand 21,66.0,66.0,6.86,24
912,Russia,Brand 335,75.0,75.0,4.84,48
913,France,Brand 0,50.0,50.0,2.7,26
914,Turkey,Brand 1,50.0,50.0,1.06,22
915,Austria,Brand 0,50.0,50.0,10.96,22
916,Austria,Brand 1,150.0,50.0,5.57,21
917,Argentina,Brand 336,105.0,105.0,4.27,0
918,USA,Brand 0,130.41,130.41,2.29,25
919,Philippines,Brand 1,100.0,100.0,1.25,21
920,Vietnam,Brand 242,40.0,40.0,1.55,11
921,Spain,Brand 93,75.0,75.0,4.19,22
922,Colombia,Brand 337,75.0,75.0,3.49,17
923,Colombia,Brand 0,75.0,75.0,4.01,22
924,New Zealand,Brand 0,100.0,100.0,2.09,23
925,South Africa,Brand 0,75.0,75.0,3.87,39
926,USA,Brand 5,113.4,113.4,2.2,44
927,Czech Republic,Brand 70,75.0,75.0,4.13,22
928,Greece,Brand 5,100.0,100.0,3.2,31
929,Canada,Brand 338,113.5,113.5,10.34,34
930,Italy,Brand 0,75.0,75.0,3.75,28
931,Italy,Brand 0,75.0,75.0,8.44,7
932,Mexico,Brand 0,100.0,100.0,1.63,31
933,Austria,Brand 1,75.0,75.0,3.64,29
934,Indonesia,Brand 339,100.0,100.0,1.98,33
935,France,Brand 0,75.0,75.0,5.39,6
936,Venezuela,Brand 0,75.0,75.0,6.2,50
937,Spain,Brand 137,150.0,75.0,1.47,23
938,Australia,Brand 21,100.0,100.0,4.99,22
939,Sweden,Brand 0,75.0,75.0,6.93,28
940,Poland,Brand 5,125.0,125.0,2.13,22
941,Canada,Brand 340,127.5,127.5,6.15,27
942,Thailand,Brand 21,100.0,100.0,13.07,23
943,Thailand,Brand 0,160.0,160.0,2.62,20
944,Thailand,Brand 6,160.0,160.0,2.91,33
945,South Korea,Brand 169,90.0,90.0,1.87,2
946,Japan,Brand 143,115.0,115.0,4.18,23
947,Indonesia,Brand 65,25.0,25.0,2.68,19
948,Ukraine,Brand 341,75.0,75.0,2.25,30
949,Ukraine,Brand 170,50.0,50.0,0.7,19
950,Czech Republic,Brand 342,75.0,75.0,1.91,23
951,Czech Republic,Brand 21,50.0,50.0,3.44,22
952,Czech Republic,Brand 1,75.0,75.0,3.81,29
953,Singapore,Brand 195,120.0,120.0,2.53,21
954,Vietnam,Brand 10,160.0,160.0,0.79,25
955,Turkey,Brand 343,75.0,75.0,3.71,21
956,Vietnam,Brand 1,100.0,100.0,0.81,27
957,UK,Brand 21,100.0,100.0,1.72,23
958,Russia,Brand 93,75.0,75.0,2.76,20
959,Netherlands,Brand 7,75.0,75.0,6.13,0
960,Vietnam,Brand 131,140.0,140.0,1.36,27
961,Hong Kong - China,Brand 31,140.0,140.0,2.49,13
962,Argentina,Brand 21,90.0,90.0,2.7,16
963,South Africa,Brand 0,75.0,75.0,2.05,30
964,Hungary,Brand 5,75.0,75.0,2.51,29
965,Turkey,Brand 21,100.0,100.0,10.37,28
966,Netherlands,Brand 21,75.0,75.0,7.25,35
967,China,Brand 344,45.0,45.0,0.98,15
968,Australia,Brand 21,120.0,120.0,7.48,20
969,Singapore,Brand 0,110.0,110.0,5.65,20
970,Netherlands,Brand 266,75.0,75.0,4.53,28
971,China,Brand 345,90.0,90.0,0.8,23
972,Singapore,Brand 221,185.0,185.0,4.08,24
973,France,Brand 1,75.0,75.0,5.85,28
974,Brazil,Brand 1,90.0,90.0,3.17,24
975,Netherlands,Brand 5,75.0,75.0,5.93,24
976,Spain,Brand 346,75.0,75.0,12.04,34
977,Taiwan - China,Brand 0,110.0,110.0,5.29,20
978,China,Brand 34,50.0,50.0,1.66,32
979,Chile,Brand 275,90.0,90.0,1.32,15
980,Thailand,Brand 347,100.0,100.0,6.24,32
981,Saudi Arabia,Brand 21,75.0,75.0,7.17,8
982,Saudi Arabia,Brand 348,75.0,75.0,7.87,29
983,Argentina,Brand 270,70.0,70.0,1.4,25
984,Argentina,Brand 0,90.0,90.0,1.06,18
985,Spain,Brand 181,125.0,125.0,0.86,31
986,Thailand,Brand 24,50.0,50.0,4.74,13
987,Taiwan - China,Brand 349,50.0,50.0,8.44,13
988,Thailand,Brand 350,25.0,25.0,6.28,7
989,Russia,Brand 21,100.0,100.0,1.34,24
990,Russia,Brand 122,75.0,75.0,1.32,28
991,Norway,Brand 0,75.0,75.0,8.81,28
992,Brazil,Brand 0,90.0,90.0,1.73,26
993,Spain,Brand 25,50.0,50.0,1.78,22
994,India,Brand 92,20.0,20.0,1.3,1
995,Egypt,Brand 0,100.0,100.0,4.02,41
996,Egypt,Brand 351,200.0,100.0,0.94,22
997,Italy,Brand 24,75.0,75.0,3.57,33
998,Thailand,Brand 352,60.0,60.0,4.33,49
999,Russia,Brand 0,75.0,75.0,6.35,20
1000,UK,Brand 0,75.0,75.0,7.35,30
1001,India,Brand 196,100.0,100.0,1.32,26
1002,Spain,Brand 181,75.0,75.0,1.09,23
1003,France,Brand 255,125.0,125.0,2.79,48
1004,France,Brand 353,75.0,75.0,7.2,30
1005,USA,Brand 5,170.1,170.1,1.93,37
1006,South Africa,Brand 354,100.0,100.0,0.99,29
1007,USA,Brand 338,113.4,113.4,9.69,37
1008,Finland,Brand 0,75.0,75.0,5.91,38
1009,Denmark,Brand 0,150.0,75.0,4.19,29
1010,Thailand,Brand 0,110.0,110.0,5.14,20
1011,Portugal,Brand 139,75.0,75.0,12.35,21
1012,USA,Brand 168,99.23,99.23,16.12,25
1013,Brazil,Brand 1,90.0,90.0,1.39,21
1014,Germany,Brand 355,75.0,75.0,4.39,27
1015,South Korea,Brand 169,150.0,150.0,2.27,0
1016,Austria,Brand 7,75.0,75.0,7.96,0
1017,Russia,Brand 20,90.0,90.0,3.16,8
1018,Greece,Brand 21,75.0,75.0,7.25,25
1019,Greece,Brand 262,75.0,75.0,7.27,21
1020,Russia,Brand 356,80.0,80.0,17.85,13
1021,Russia,Brand 356,80.0,80.0,17.85,17
1022,Turkey,Brand 8,100.0,100.0,4.08,23
1023,Philippines,Brand 1,100.0,100.0,1.47,27
1024,Israel,Brand 0,75.0,75.0,9.41,18
1025,Canada,Brand 357,176.0,176.0,4.28,17
1026,Canada,Brand 358,106.0,106.0,4.58,37
1027,France,Brand 322,75.0,75.0,2.45,27
1028,Russia,Brand 190,75.0,75.0,0.35,30
1029,Russia,Brand 21,100.0,100.0,4.81,21
1030,Argentina,Brand 1,90.0,90.0,1.2,14
1031,Austria,Brand 359,75.0,75.0,7.05,32
1032,USA,Brand 360,141.75,141.75,5.64,0
1033,Hong Kong - China,Brand 12,500.0,250.0,0.88,15
1034,China,Brand 131,120.0,120.0,3.16,24
1035,India,Brand 0,150.0,150.0,0.81,13
1036,France,Brand 1,75.0,75.0,5.76,27
1037,Spain,Brand 21,50.0,50.0,24.38,19
1038,Spain,Brand 361,50.0,50.0,14.6,33
1039,Spain,Brand 42,15.0,100.0,6.03,20
1040,China,Brand 1,90.0,90.0,0.8,0
1041,Russia,Brand 356,80.0,80.0,17.85,12
1042,Russia,Brand 52,40.0,40.0,4.05,32
1043,Greece,Brand 0,75.0,75.0,5.57,28
1044,Austria,Brand 132,75.0,75.0,3.49,24
1045,Thailand,Brand 362,75.0,75.0,11.19,25
1046,Australia,Brand 363,120.0,120.0,3.31,20
1047,China,Brand 209,90.0,90.0,0.28,19
1048,China,Brand 146,120.0,120.0,1.57,26
1049,India,Brand 68,150.0,150.0,0.93,25
1050,Denmark,Brand 262,75.0,75.0,5.99,21
1051,Denmark,Brand 0,75.0,75.0,7.19,28
1052,Portugal,Brand 364,50.0,50.0,2.66,21
1053,Portugal,Brand 93,75.0,75.0,3.48,25
1054,Portugal,Brand 41,75.0,75.0,11.89,27
1055,China,Brand 5,120.0,120.0,1.08,24
1056,Taiwan - China,Brand 365,110.0,110.0,2.88,3
1057,Taiwan - China,Brand 195,120.0,120.0,2.93,32
1058,UK,Brand 0,100.0,100.0,5.06,25
